ratio_occupation,nb_transitions,duree_max_bloc_1_ms,duree_activation_estimee_ms,temps_repos_avant_ms,temps_repos_apres_ms,score,label,class_name
0.62875,2.0,1257.5,1257.5,485.0,257.5,18.836043091803106,2,swipe_lent
0.60625,2.0,1212.5,1212.5,180.0,607.5,17.959015435583737,1,swipe_rapide
0.39375,2.0,787.5,787.5,760.0,452.5,17.250809649907794,1,swipe_rapide
0.31125,2.0,622.5,622.5,937.5,440.0,17.05412793236756,1,swipe_rapide
0.1275,2.0,255.0,255.0,882.5,862.5,11.680073892514617,0,tap
0.39,4.0,585.0,585.0,565.0,652.5,18.13979037476919,1,swipe_rapide
0.43875,2.0,877.5,877.5,440.0,682.5,17.4063398192913,1,swipe_rapide
0.43,2.0,860.0,860.0,485.0,655.0,16.161396269718516,1,swipe_rapide
0.15625,2.0,312.5,312.5,1072.5,615.0,14.165654579685723,0,tap
0.1775,2.0,355.0,355.0,822.5,822.5,15.155604905668632,0,tap
0.6525,2.0,1305.0,1305.0,160.0,535.0,19.496213697736778,2,swipe_lent
0.33625,2.0,672.5,672.5,680.0,647.5,16.935988458729824,1,swipe_rapide
0.2225,2.0,445.0,445.0,625.0,930.0,15.093425187951413,0,tap
0.67125,2.0,1342.5,1342.5,227.5,430.0,18.59557287381665,2,swipe_lent
0.38125,2.0,762.5,762.5,510.0,727.5,17.679631657129384,1,swipe_rapide
0.2575,4.0,287.5,287.5,922.5,560.0,14.675638428878312,0,tap
0.23125,4.0,290.0,290.0,885.0,650.0,15.174417937094466,0,tap
0.62875,2.0,1257.5,1257.5,270.0,472.5,19.885810788400324,2,swipe_lent
0.49625,2.0,992.5,992.5,300.0,707.5,17.801757815303933,1,swipe_rapide
0.22125,4.0,300.0,300.0,885.0,670.0,14.68861408062266,0,tap
0.01625,4.0,30.0,30.0,955.0,972.5,9.981970290651294,0,tap
0.1625,2.0,325.0,325.0,892.5,782.5,14.649156574142538,0,tap
0.66375,2.0,1327.5,1327.5,297.5,375.0,19.583135969640985,2,swipe_lent
0.5525,2.0,1105.0,1105.0,510.0,385.0,18.64038515477406,2,swipe_lent
0.4625,2.0,925.0,925.0,560.0,515.0,16.113852621362053,1,swipe_rapide
0.215,2.0,430.0,430.0,725.0,845.0,14.646050325099102,0,tap
0.31375,2.0,627.5,627.5,532.5,840.0,18.509156375606914,2,swipe_lent
0.125,2.0,250.0,250.0,865.0,885.0,11.45069331130943,0,tap
0.03,2.0,60.0,60.0,900.0,1040.0,13.18121676720313,0,tap
0.4775,2.0,955.0,955.0,555.0,490.0,17.692029190206018,1,swipe_rapide
0.48,2.0,960.0,960.0,400.0,640.0,18.147552112814736,1,swipe_rapide
0.53625,2.0,1072.5,1072.5,240.0,687.5,18.971169286087033,2,swipe_lent
0.1325,2.0,265.0,265.0,890.0,845.0,15.308601997266788,0,tap
0.105,2.0,210.0,210.0,690.0,1100.0,13.361231768655903,0,tap
0.0375,2.0,75.0,75.0,937.5,987.5,11.269853232527312,0,tap
0.50375,2.0,1007.5,1007.5,505.0,487.5,17.708939189550758,1,swipe_rapide
0.50875,2.0,1017.5,1017.5,460.0,522.5,17.338199217620108,1,swipe_rapide
0.37,2.0,740.0,740.0,662.5,597.5,15.156357921799847,0,tap
0.02625,2.0,52.5,52.5,1157.5,790.0,12.240341168364587,0,tap
0.4675,2.0,935.0,935.0,740.0,325.0,16.84578675349412,1,swipe_rapide
0.38375,2.0,767.5,767.5,662.5,570.0,17.465019169270494,1,swipe_rapide
0.33,4.0,385.0,385.0,620.0,717.5,15.232990855100468,0,tap
0.60125,4.0,792.5,792.5,440.0,355.0,19.352632246087207,2,swipe_lent
0.61,2.0,1220.0,1220.0,405.0,375.0,17.773580803527388,1,swipe_rapide
0.615,2.0,1230.0,1230.0,505.0,265.0,19.307782332109802,2,swipe_lent
0.7025,2.0,1405.0,1405.0,262.5,332.5,19.289333013743285,2,swipe_lent
0.19625,2.0,392.5,392.5,797.5,810.0,14.318041133308858,0,tap
0.24,2.0,480.0,480.0,685.0,835.0,15.622780407328142,1,swipe_rapide
0.55375,2.0,1107.5,1107.5,540.0,352.5,20.746831933899905,2,swipe_lent
0.225,2.0,450.0,450.0,702.5,847.5,15.498422358285493,0,tap
0.05625,2.0,112.5,112.5,782.5,1105.0,11.300481135000993,0,tap
0.50875,2.0,1017.5,1017.5,612.5,370.0,18.172293282657044,1,swipe_rapide
0.5675,2.0,1135.0,1135.0,382.5,482.5,17.49420386992048,1,swipe_rapide
0.3325,2.0,665.0,665.0,922.5,412.5,17.010162244987935,1,swipe_rapide
0.14625,2.0,292.5,292.5,1092.5,615.0,12.591915119196567,0,tap
0.5575,2.0,1115.0,1115.0,520.0,365.0,19.051021645336167,2,swipe_lent
0.3075,2.0,615.0,615.0,707.5,677.5,17.059804418423873,1,swipe_rapide
0.2125,2.0,425.0,425.0,682.5,892.5,17.013457745930644,1,swipe_rapide
0.45875,2.0,917.5,917.5,540.0,542.5,18.057520510962384,1,swipe_rapide
0.23375,2.0,467.5,467.5,625.0,907.5,16.371224645713312,1,swipe_rapide
0.49125,2.0,982.5,982.5,580.0,437.5,17.991413778549997,1,swipe_rapide
0.2,2.0,400.0,400.0,790.0,810.0,14.48182158189541,0,tap
0.245,2.0,490.0,490.0,662.5,847.5,16.556391162359077,1,swipe_rapide
0.71125,2.0,1422.5,1422.5,275.0,302.5,19.571182186127476,2,swipe_lent
0.55625,2.0,1112.5,1112.5,635.0,252.5,19.184550625617646,2,swipe_lent
0.53125,4.0,1060.0,1060.0,292.5,395.0,21.634538084644632,2,swipe_lent
0.70375,2.0,1407.5,1407.5,185.0,407.5,19.951547539393683,2,swipe_lent
0.54875,2.0,1097.5,1097.5,415.0,487.5,20.82450178165047,2,swipe_lent
0.50375,2.0,1007.5,1007.5,427.5,565.0,17.509934047382245,1,swipe_rapide
0.66875,2.0,1337.5,1337.5,127.5,535.0,20.584702156416956,2,swipe_lent
0.61625,2.0,1232.5,1232.5,405.0,362.5,20.960063066269914,2,swipe_lent
0.18375,2.0,367.5,367.5,782.5,850.0,14.452080468231307,0,tap
0.16625,4.0,330.0,330.0,787.5,527.5,14.000942327690751,0,tap
0.025,2.0,50.0,50.0,985.0,965.0,11.202212950571148,0,tap
0.1975,2.0,395.0,395.0,690.0,915.0,14.29418699173361,0,tap
0.46125,2.0,922.5,922.5,705.0,372.5,16.33560963330598,1,swipe_rapide
0.63125,2.0,1262.5,1262.5,365.0,372.5,18.02336702330701,1,swipe_rapide
0.415,2.0,830.0,830.0,467.5,702.5,18.289180481874652,2,swipe_lent
0.5575,2.0,1115.0,1115.0,570.0,315.0,20.43064132351244,2,swipe_lent
0.69125,2.0,1382.5,1382.5,322.5,295.0,20.64754331818464,2,swipe_lent
0.28625,2.0,572.5,572.5,777.5,650.0,15.22674418174288,0,tap
0.34875,2.0,697.5,697.5,757.5,545.0,17.796978551403793,1,swipe_rapide
0.32875,2.0,657.5,657.5,612.5,730.0,14.293366415795047,0,tap
0.0625,2.0,125.0,125.0,1087.5,787.5,10.844894446437992,0,tap
0.0325,4.0,62.5,62.5,835.0,1027.5,13.563391872315623,0,tap
0.03625,2.0,72.5,72.5,942.5,985.0,11.464912633333844,0,tap
0.025,4.0,47.5,47.5,832.5,1105.0,11.894911275735556,0,tap
0.5925,2.0,1185.0,1185.0,462.5,352.5,19.746433333042585,2,swipe_lent
0.62125,4.0,1185.0,1185.0,277.5,477.5,24.54691220928712,2,swipe_lent
0.19875,2.0,397.5,397.5,795.0,807.5,14.388706928952068,0,tap
0.275,2.0,550.0,550.0,735.0,715.0,15.517138916073566,0,tap
0.68625,2.0,1372.5,1372.5,490.0,137.5,21.613436006091707,2,swipe_lent
0.3875,4.0,772.5,772.5,405.0,595.0,19.802424581141747,2,swipe_lent
0.0725,2.0,145.0,145.0,1062.5,792.5,12.941297894891688,0,tap
0.59875,2.0,1197.5,1197.5,552.5,250.0,18.282717217333627,2,swipe_lent
0.32,2.0,640.0,640.0,600.0,760.0,16.324648412541404,1,swipe_rapide
0.3175,2.0,635.0,635.0,777.5,587.5,15.608345777041407,1,swipe_rapide
0.33125,2.0,662.5,662.5,635.0,702.5,16.63803461839669,1,swipe_rapide
0.595,2.0,1190.0,1190.0,335.0,475.0,20.11139095755228,2,swipe_lent
0.32125,4.0,640.0,640.0,472.5,722.5,18.290738184734412,2,swipe_lent
0.17875,2.0,357.5,357.5,795.0,847.5,16.211445693819666,1,swipe_rapide
0.0575,2.0,115.0,115.0,987.5,897.5,12.173190182244591,0,tap
0.72,2.0,1440.0,1440.0,297.5,262.5,19.246181049925703,2,swipe_lent
0.33,2.0,660.0,660.0,625.0,715.0,16.78392683642701,1,swipe_rapide
0.14125,2.0,282.5,282.5,882.5,835.0,15.232037361664993,0,tap
0.47875,2.0,957.5,957.5,637.5,405.0,18.616730478424007,2,swipe_lent
0.10125,2.0,202.5,202.5,952.5,845.0,13.080873581499755,0,tap
0.16625,2.0,332.5,332.5,692.5,975.0,13.907434390018036,0,tap
0.38875,2.0,777.5,777.5,722.5,500.0,16.623228185547504,1,swipe_rapide
0.06625,2.0,132.5,132.5,907.5,960.0,12.175625170211719,0,tap
0.52125,2.0,1042.5,1042.5,547.5,410.0,18.950455756787186,2,swipe_lent
0.40875,2.0,817.5,817.5,595.0,587.5,16.860319199981227,1,swipe_rapide
0.37125,2.0,742.5,742.5,500.0,757.5,17.61897497042539,1,swipe_rapide
0.15,2.0,300.0,300.0,842.5,857.5,12.123881330614743,0,tap
0.07125,2.0,142.5,142.5,812.5,1045.0,13.794030824197764,0,tap
0.165,2.0,330.0,330.0,607.5,1062.5,14.566001034259346,0,tap
0.41375,2.0,827.5,827.5,837.5,335.0,16.74797796579763,1,swipe_rapide
0.07,2.0,140.0,140.0,810.0,1050.0,14.30381730722495,0,tap
0.7475,2.0,1495.0,1495.0,320.0,185.0,18.639115667735595,2,swipe_lent
0.2725,2.0,545.0,545.0,812.5,642.5,17.510120953093157,1,swipe_rapide
0.35625,2.0,712.5,712.5,662.5,625.0,17.609418801647557,1,swipe_rapide
0.02125,2.0,42.5,42.5,855.0,1102.5,10.278716560216482,0,tap
0.01875,2.0,37.5,37.5,990.0,972.5,8.494953917915579,0,tap
0.06375,2.0,127.5,127.5,987.5,885.0,12.345979445027949,0,tap
0.56625,4.0,720.0,720.0,512.5,352.5,18.89621920767734,2,swipe_lent
0.1675,2.0,335.0,335.0,922.5,742.5,13.36140943745741,0,tap
0.27,2.0,540.0,540.0,795.0,665.0,16.20394770787514,1,swipe_rapide
0.46,2.0,920.0,920.0,445.0,635.0,17.087445068161287,1,swipe_rapide
0.4125,2.0,825.0,825.0,712.5,462.5,17.737941992337454,1,swipe_rapide
0.53875,2.0,1077.5,1077.5,405.0,517.5,17.90665968293058,1,swipe_rapide
0.45625,2.0,912.5,912.5,540.0,547.5,19.098934659338596,2,swipe_lent
0.5625,4.0,572.5,572.5,427.5,445.0,17.194065290532862,1,swipe_rapide
0.61875,2.0,1237.5,1237.5,345.0,417.5,20.812663147506118,2,swipe_lent
0.52375,2.0,1047.5,1047.5,287.5,665.0,19.012047403060443,2,swipe_lent
0.25375,2.0,507.5,507.5,767.5,725.0,14.084577569272447,0,tap
0.17625,2.0,352.5,352.5,915.0,732.5,13.315906132721805,0,tap
0.61375,2.0,1227.5,1227.5,392.5,380.0,18.25863740964244,1,swipe_rapide
0.08,2.0,160.0,160.0,1012.5,827.5,10.682630363749459,0,tap
0.0375,2.0,75.0,75.0,1025.0,900.0,11.255077773675623,0,tap
0.19375,2.0,387.5,387.5,950.0,662.5,13.56384702877566,0,tap
0.2525,2.0,505.0,505.0,750.0,745.0,14.855089517836495,0,tap
0.6775,2.0,1355.0,1355.0,370.0,275.0,18.909286439654355,2,swipe_lent
0.19625,4.0,325.0,325.0,945.0,660.0,15.229774726757169,0,tap
0.67875,2.0,1357.5,1357.5,357.5,285.0,17.77494206385476,1,swipe_rapide
0.01875,2.0,37.5,37.5,950.0,1012.5,8.462492252485248,0,tap
0.24875,2.0,497.5,497.5,770.0,732.5,16.18158538286165,1,swipe_rapide
0.31375,2.0,627.5,627.5,667.5,705.0,18.30528401072525,2,swipe_lent
0.02625,2.0,52.5,52.5,722.5,1225.0,11.415794209442872,0,tap
0.24375,4.0,485.0,485.0,540.0,865.0,17.934074806871113,1,swipe_rapide
0.47375,2.0,947.5,947.5,605.0,447.5,17.374835884787128,1,swipe_rapide
0.74375,2.0,1487.5,1487.5,345.0,167.5,17.060146727425003,1,swipe_rapide
0.30125,2.0,602.5,602.5,595.0,802.5,14.309618812512756,0,tap
0.6975,2.0,1395.0,1395.0,250.0,355.0,18.478449658753124,2,swipe_lent
0.74625,2.0,1492.5,1492.5,347.5,160.0,17.54844712254211,1,swipe_rapide
0.54,2.0,1080.0,1080.0,610.0,310.0,17.51185230099706,1,swipe_rapide
0.51125,2.0,1022.5,1022.5,572.5,405.0,19.041635640334384,2,swipe_lent
0.1375,2.0,275.0,275.0,807.5,917.5,15.128420879972953,0,tap
0.49125,2.0,982.5,982.5,542.5,475.0,19.31522964713355,2,swipe_lent
0.455,2.0,910.0,910.0,397.5,692.5,17.77245500117809,1,swipe_rapide
0.5075,4.0,1012.5,1012.5,447.5,307.5,21.653419768704094,2,swipe_lent
0.03375,2.0,67.5,67.5,885.0,1047.5,11.74034616954084,0,tap
0.51875,2.0,1037.5,1037.5,557.5,405.0,19.58992919956208,2,swipe_lent
0.6625,2.0,1325.0,1325.0,267.5,407.5,21.80558767484677,2,swipe_lent
0.0725,2.0,145.0,145.0,1107.5,747.5,14.378870969020001,0,tap
0.53125,2.0,1062.5,1062.5,422.5,515.0,19.180103961897323,2,swipe_lent
0.4675,2.0,935.0,935.0,407.5,657.5,17.651818926908184,1,swipe_rapide
0.38375,2.0,767.5,767.5,697.5,535.0,18.83524954591398,2,swipe_lent
0.6025,2.0,1205.0,1205.0,610.0,185.0,18.589880274107326,2,swipe_lent
0.17375,2.0,347.5,347.5,850.0,802.5,14.631688981927113,0,tap
0.70625,2.0,1412.5,1412.5,475.0,112.5,19.08986617656071,2,swipe_lent
0.335,2.0,670.0,670.0,587.5,742.5,15.849928186843014,1,swipe_rapide
0.24,2.0,480.0,480.0,692.5,827.5,15.435173307463064,0,tap
0.13875,2.0,277.5,277.5,977.5,745.0,15.04493637225488,0,tap
0.07,2.0,140.0,140.0,902.5,957.5,14.047615034447555,0,tap
0.1375,2.0,275.0,275.0,892.5,832.5,15.550686497271954,0,tap
0.16875,4.0,335.0,335.0,897.5,717.5,16.369397013928285,1,swipe_rapide
0.2025,4.0,395.0,395.0,707.5,885.0,16.75708439442302,1,swipe_rapide
0.14125,4.0,280.0,280.0,892.5,710.0,16.842471267772634,1,swipe_rapide
0.07625,2.0,152.5,152.5,975.0,872.5,12.89071533220872,0,tap
0.60625,2.0,1212.5,1212.5,270.0,517.5,17.973800661267113,1,swipe_rapide
0.12125,2.0,242.5,242.5,977.5,780.0,11.971342320370223,0,tap
0.075,2.0,150.0,150.0,967.5,882.5,15.064998588087358,0,tap
0.0575,2.0,115.0,115.0,930.0,955.0,10.338187438017343,0,tap
0.4375,2.0,875.0,875.0,530.0,595.0,15.24457367271565,0,tap
0.24625,2.0,492.5,492.5,670.0,837.5,16.99724967380134,1,swipe_rapide
0.66875,2.0,1337.5,1337.5,380.0,282.5,18.518423533254513,2,swipe_lent
0.56,2.0,1120.0,1120.0,442.5,437.5,19.079491457233598,2,swipe_lent
0.28125,2.0,562.5,562.5,845.0,592.5,15.749965502280677,1,swipe_rapide
0.34875,2.0,697.5,697.5,830.0,472.5,16.570682013502292,1,swipe_rapide
0.71375,2.0,1427.5,1427.5,175.0,397.5,19.238745392565978,2,swipe_lent
0.375,2.0,750.0,750.0,740.0,510.0,16.42621113278028,1,swipe_rapide
0.28875,2.0,577.5,577.5,855.0,567.5,15.404620855383868,0,tap
0.15125,2.0,302.5,302.5,865.0,832.5,12.132490112018859,0,tap
0.6225,2.0,1245.0,1245.0,197.5,557.5,21.801970715535976,2,swipe_lent
0.435,2.0,870.0,870.0,500.0,630.0,17.444938282733663,1,swipe_rapide
0.285,2.0,570.0,570.0,582.5,847.5,16.500050465091842,1,swipe_rapide
0.6,2.0,1200.0,1200.0,260.0,540.0,20.225190946238296,2,swipe_lent
0.175,2.0,350.0,350.0,1000.0,650.0,13.56174508539268,0,tap
0.015,2.0,30.0,30.0,1005.0,965.0,8.452049331005666,0,tap
0.56625,2.0,1132.5,1132.5,347.5,520.0,17.18027238900498,1,swipe_rapide
0.0825,4.0,120.0,120.0,795.0,1037.5,12.337347140039236,0,tap
0.46375,2.0,927.5,927.5,575.0,497.5,17.751390682556416,1,swipe_rapide
0.02,2.0,40.0,40.0,1000.0,960.0,8.09578645582554,0,tap
0.57375,2.0,1147.5,1147.5,372.5,480.0,18.130858354382724,1,swipe_rapide
0.29125,2.0,582.5,582.5,772.5,645.0,15.55278576676075,0,tap
0.57625,2.0,1152.5,1152.5,255.0,592.5,17.859998934440757,1,swipe_rapide
0.50625,4.0,655.0,655.0,407.5,577.5,18.779630488073547,2,swipe_lent
0.04125,2.0,82.5,82.5,990.0,927.5,10.635846320308264,0,tap
0.1325,2.0,265.0,265.0,747.5,987.5,14.820465120826332,0,tap
0.05125,2.0,102.5,102.5,1120.0,777.5,10.987409564404182,0,tap
0.22125,2.0,442.5,442.5,720.0,837.5,14.930605695772527,0,tap
0.30375,2.0,607.5,607.5,870.0,522.5,14.534490322470681,0,tap
0.18875,2.0,377.5,377.5,842.5,780.0,13.970482779588997,0,tap
0.3,2.0,600.0,600.0,712.5,687.5,15.102921530043782,0,tap
0.40125,2.0,802.5,802.5,750.0,447.5,17.6190981501909,1,swipe_rapide
0.0375,2.0,75.0,75.0,1042.5,882.5,11.417309184821004,0,tap
0.21,2.0,420.0,420.0,770.0,810.0,15.851871192134194,1,swipe_rapide
0.63875,2.0,1277.5,1277.5,380.0,342.5,17.87620772220945,1,swipe_rapide
0.22,4.0,437.5,437.5,590.0,887.5,17.26690730291456,1,swipe_rapide
0.41375,2.0,827.5,827.5,560.0,612.5,16.579285351921552,1,swipe_rapide
0.22,2.0,440.0,440.0,732.5,827.5,13.662921439347329,0,tap
0.08,2.0,160.0,160.0,1045.0,795.0,11.310122360809649,0,tap
0.705,2.0,1410.0,1410.0,365.0,225.0,19.918436188227194,2,swipe_lent
0.19125,2.0,382.5,382.5,930.0,687.5,13.57516333998877,0,tap
0.34625,4.0,690.0,690.0,485.0,452.5,19.926763944907734,2,swipe_lent
0.5675,2.0,1135.0,1135.0,482.5,382.5,16.666606155137696,1,swipe_rapide
0.615,4.0,682.5,682.5,580.0,187.5,19.676702683271028,2,swipe_lent
0.65125,2.0,1302.5,1302.5,217.5,480.0,19.52991230924482,2,swipe_lent
0.2775,2.0,555.0,555.0,852.5,592.5,16.121420183147002,1,swipe_rapide
0.09375,2.0,187.5,187.5,825.0,987.5,14.242211814128815,0,tap
0.45875,2.0,917.5,917.5,552.5,530.0,17.906099586630567,1,swipe_rapide
0.3725,2.0,745.0,745.0,467.5,787.5,16.277870779922385,1,swipe_rapide
0.11625,2.0,232.5,232.5,910.0,857.5,12.760897256453749,0,tap
0.30125,2.0,602.5,602.5,785.0,612.5,13.815271435931816,0,tap
0.02625,2.0,52.5,52.5,1105.0,842.5,12.8622917142651,0,tap
0.4,2.0,800.0,800.0,680.0,520.0,16.16808410974018,1,swipe_rapide
0.7075,2.0,1415.0,1415.0,245.0,340.0,18.773325984865835,2,swipe_lent
0.08625,4.0,170.0,170.0,832.5,992.5,11.23137290138563,0,tap
0.1725,2.0,345.0,345.0,680.0,975.0,15.173207670295874,0,tap
0.04,4.0,77.5,77.5,810.0,925.0,11.227678669360262,0,tap
0.595,2.0,1190.0,1190.0,457.5,352.5,19.779084676015028,2,swipe_lent
0.32625,2.0,652.5,652.5,887.5,460.0,14.809188435869224,0,tap
0.19,4.0,200.0,200.0,815.0,802.5,14.99456707745589,0,tap
0.35125,2.0,702.5,702.5,540.0,757.5,18.363381686338435,2,swipe_lent
0.44,2.0,880.0,880.0,430.0,690.0,17.157979973384474,1,swipe_rapide
0.36625,2.0,732.5,732.5,630.0,637.5,16.44682384061824,1,swipe_rapide
0.25625,2.0,512.5,512.5,777.5,710.0,15.006594552042117,0,tap
0.36875,2.0,737.5,737.5,802.5,460.0,15.598058875956424,1,swipe_rapide
0.60875,2.0,1217.5,1217.5,512.5,270.0,17.25187779448981,1,swipe_rapide
0.2375,2.0,475.0,475.0,990.0,535.0,14.114288770105302,0,tap
0.5175,2.0,1035.0,1035.0,622.5,342.5,19.3288445166205,2,swipe_lent
0.315,2.0,630.0,630.0,545.0,825.0,18.39258694924082,2,swipe_lent
0.42875,2.0,857.5,857.5,752.5,390.0,16.38186132600847,1,swipe_rapide
0.1,2.0,200.0,200.0,807.5,992.5,12.164270670438802,0,tap
0.07125,2.0,142.5,142.5,872.5,985.0,12.917381192592499,0,tap
0.6275,2.0,1255.0,1255.0,430.0,315.0,19.744610733641366,2,swipe_lent
0.2025,2.0,405.0,405.0,727.5,867.5,15.4876023005085,0,tap
0.51125,2.0,1022.5,1022.5,652.5,325.0,17.967216050216912,1,swipe_rapide
0.15,4.0,297.5,297.5,662.5,600.0,13.125235180855924,0,tap
0.13875,2.0,277.5,277.5,950.0,772.5,14.288149105680402,0,tap
0.38375,2.0,767.5,767.5,552.5,680.0,19.332004443484948,2,swipe_lent
0.66625,2.0,1332.5,1332.5,340.0,327.5,20.289209027996648,2,swipe_lent
0.4775,2.0,955.0,955.0,422.5,622.5,19.041715903312113,2,swipe_lent
0.5125,2.0,1025.0,1025.0,402.5,572.5,19.281347551521822,2,swipe_lent
0.1225,2.0,245.0,245.0,960.0,795.0,12.224304358141195,0,tap
0.3325,2.0,665.0,665.0,517.5,817.5,15.822317278151756,1,swipe_rapide
0.635,2.0,1270.0,1270.0,355.0,375.0,18.646647730094113,2,swipe_lent
0.43625,2.0,872.5,872.5,642.5,485.0,16.816693000358253,1,swipe_rapide
0.02,2.0,40.0,40.0,982.5,977.5,10.46499002249107,0,tap
0.55,2.0,1100.0,1100.0,357.5,542.5,20.368827326234566,2,swipe_lent
0.71125,2.0,1422.5,1422.5,182.5,395.0,20.283597218066905,2,swipe_lent
0.7425,2.0,1485.0,1485.0,95.0,420.0,18.82963021170062,2,swipe_lent
0.52125,2.0,1042.5,1042.5,250.0,707.5,17.86463724782907,1,swipe_rapide
0.4725,2.0,945.0,945.0,502.5,552.5,17.67654544030481,1,swipe_rapide
0.32125,2.0,642.5,642.5,675.0,682.5,15.50776543654778,0,tap
0.57125,2.0,1142.5,1142.5,655.0,202.5,16.494871890217077,1,swipe_rapide
0.08875,2.0,177.5,177.5,730.0,1092.5,11.835223378569443,0,tap
0.135,2.0,270.0,270.0,922.5,807.5,14.733335703574385,0,tap
0.73125,2.0,1462.5,1462.5,240.0,297.5,20.068247064802065,2,swipe_lent
0.695,4.0,1065.0,1065.0,407.5,200.0,23.355550658740896,2,swipe_lent
0.0225,2.0,45.0,45.0,1012.5,942.5,9.570306963971781,0,tap
0.59,2.0,1180.0,1180.0,427.5,392.5,18.43017188019395,2,swipe_lent
0.28125,4.0,347.5,347.5,875.0,560.0,15.339407824529527,0,tap
0.43125,2.0,862.5,862.5,740.0,397.5,15.97946318469149,1,swipe_rapide
0.1575,2.0,315.0,315.0,752.5,932.5,13.691092498207176,0,tap
0.17625,4.0,347.5,347.5,837.5,807.5,16.255849398174927,1,swipe_rapide
0.085,2.0,170.0,170.0,945.0,885.0,10.564328493652662,0,tap
0.075,2.0,150.0,150.0,770.0,1080.0,12.796312633278086,0,tap
0.5725,2.0,1145.0,1145.0,495.0,360.0,19.82335096598242,2,swipe_lent
0.42125,2.0,842.5,842.5,580.0,577.5,18.31257726528785,2,swipe_lent
0.685,2.0,1370.0,1370.0,265.0,365.0,21.046607451821007,2,swipe_lent
0.315,2.0,630.0,630.0,672.5,697.5,18.41558242742864,2,swipe_lent
0.445,2.0,890.0,890.0,425.0,685.0,19.90519973919735,2,swipe_lent
0.7325,2.0,1465.0,1465.0,267.5,267.5,21.760394616724003,2,swipe_lent
0.105,2.0,210.0,210.0,745.0,1045.0,13.137949690088528,0,tap
0.595,4.0,1170.0,1170.0,290.0,517.5,22.843874825796707,2,swipe_lent
0.13,2.0,260.0,260.0,975.0,765.0,14.987192786772535,0,tap
0.21375,2.0,427.5,427.5,530.0,1042.5,15.528550659895245,0,tap
0.74125,2.0,1482.5,1482.5,310.0,207.5,18.17933073521109,1,swipe_rapide
0.44,2.0,880.0,880.0,720.0,400.0,16.53944047552338,1,swipe_rapide
0.47,2.0,940.0,940.0,525.0,535.0,17.485898401551548,1,swipe_rapide
0.43,2.0,860.0,860.0,752.5,387.5,16.388346726725334,1,swipe_rapide
0.52125,2.0,1042.5,1042.5,552.5,405.0,18.893290475956224,2,swipe_lent
0.0275,2.0,55.0,55.0,1190.0,755.0,13.352191220971438,0,tap
0.74375,2.0,1487.5,1487.5,280.0,232.5,19.409693756053457,2,swipe_lent
0.2,4.0,212.5,212.5,1012.5,585.0,13.378589828443847,0,tap
0.08375,2.0,167.5,167.5,1147.5,685.0,10.972029653366056,0,tap
0.6675,4.0,1165.0,1165.0,380.0,282.5,23.19336107342431,2,swipe_lent
0.33,2.0,660.0,660.0,532.5,807.5,16.08985549701732,1,swipe_rapide
0.52375,2.0,1047.5,1047.5,365.0,587.5,18.332033312786052,2,swipe_lent
0.17625,2.0,352.5,352.5,802.5,845.0,16.144367570174406,1,swipe_rapide
0.63875,2.0,1277.5,1277.5,167.5,555.0,19.555438730199313,2,swipe_lent
0.36625,2.0,732.5,732.5,800.0,467.5,14.350702933655436,0,tap
0.02625,4.0,50.0,50.0,925.0,1010.0,10.01469117387002,0,tap
0.58625,2.0,1172.5,1172.5,400.0,427.5,19.07484378399204,2,swipe_lent
0.48,2.0,960.0,960.0,632.5,407.5,18.21169466547662,1,swipe_rapide
0.45,2.0,900.0,900.0,587.5,512.5,17.96815807756609,1,swipe_rapide
0.41625,2.0,832.5,832.5,782.5,385.0,16.524224003954902,1,swipe_rapide
0.64875,2.0,1297.5,1297.5,155.0,547.5,21.034585118176317,2,swipe_lent
0.54875,2.0,1097.5,1097.5,392.5,510.0,18.381048760941002,2,swipe_lent
0.24125,2.0,482.5,482.5,820.0,697.5,15.751835765032784,1,swipe_rapide
0.20125,2.0,402.5,402.5,987.5,610.0,14.433527103960618,0,tap
0.25625,4.0,510.0,510.0,657.5,612.5,15.858331171727821,1,swipe_rapide
0.505,4.0,1007.5,1007.5,555.0,407.5,22.01621578743447,2,swipe_lent
0.69375,2.0,1387.5,1387.5,295.0,317.5,20.12098702336604,2,swipe_lent
0.6725,2.0,1345.0,1345.0,425.0,230.0,17.8249427482438,1,swipe_rapide
0.67,2.0,1340.0,1340.0,242.5,417.5,19.040312090036338,2,swipe_lent
0.12375,2.0,247.5,247.5,672.5,1080.0,11.305205549918428,0,tap
0.62,2.0,1240.0,1240.0,477.5,282.5,19.83809448540996,2,swipe_lent
0.2975,2.0,595.0,595.0,612.5,792.5,14.580609061836707,0,tap
0.3025,4.0,602.5,602.5,617.5,602.5,16.676880059507354,1,swipe_rapide
0.34125,2.0,682.5,682.5,562.5,755.0,17.944306327943476,1,swipe_rapide
0.44375,2.0,887.5,887.5,692.5,420.0,18.58245265063084,2,swipe_lent
0.31125,2.0,622.5,622.5,685.0,692.5,17.58784314956794,1,swipe_rapide
0.1125,2.0,225.0,225.0,1027.5,747.5,13.75924475482662,0,tap
0.525,2.0,1050.0,1050.0,460.0,490.0,17.140639809336523,1,swipe_rapide
0.3825,2.0,765.0,765.0,647.5,587.5,18.26566158601914,2,swipe_lent
